;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
6257;pin_1750;130719;1.185.206.204;8.064.653.988;1.165.358.754;-8.375.251.703;-15.834.733;-9.691.799;Bawang Putih
6263;pin_3310;130719;245.5;99.5;1.165.472.242;-8.376.587.567;-15.189.376;-7.638.591;Bawang Putih
6270;pin_2659;130719;1.884.903.079;3.349.879.643;1.165.419.767;-8.370.889.383;-1.467.811;-6.720.889;Bawang Putih
6272;pin_122;130719;1.195.206.214;1.286.465.393;1.165.360.915;-8.379.502.574;-13.899.985;-7.371.806;Bawang Putih
6274;pin_2161;130719;189.490.307;2.249.879.647;1.165.420.366;-8.369.912.007;-1.233.906;-75.313.087;Bawang Putih
6278;pin_1329;130719;127.520.614;4.864.653.957;1.165.365.916;-8.372.392.322;-1.668.702;-625.421;Bawang Putih
6280;pin_2371;130719;1.834.903.105;2.249.879.689;1.165.415.027;-8.369.927.815;-16.296.265;-10.412.096;Bawang Putih
6283;pin_655;130719;1.285.206.138;6.164.653.937;116.536.715;-8.373.541.676;-15.397.768;-8.509.076;Bawang Putih
6288;pin_1204;130719;1.255.206.175;118.646.539;1.165.365.989;-8.378.600.609;-11.317.024;-77.325.273;Bawang Putih
6294;pin_3987;130719;193.5;55.5;1.165.424.807;-8.372.825.767;-12.926.277;-7.245.526;Bawang Putih
6298;pin_3484;130719;221.5;93.5;1.165.450.728;-8.376.119.205;-15.461.241;-78.041.215;Bawang Putih
6299;pin_236;130719;1.365.206.082;3.564.653.908;1.165.373.581;-8.371.216.625;-12.790.322;-69.918.237;Bawang Putih
6303;pin_1849;130719;107.520.627;846.465.406;1.165.349.072;-8.375.635.149;-16.419.216;-10.084.049;Bawang Putih
6304;pin_3457;130719;239.5;90.5;1.165.466.664;-8.375.805.894;-14.780.801;-9.065.722;Bawang Putih
6305;pin_3244;130719;235.5;100.5;116.546.337;-8.376.702.559;-14.794.013;-9.350.425;Bawang Putih
6307;pin_373;130719;1.305.206.152;1.386.465.384;1.165.370.968;-8.380.359.714;-13.534.403;-74.511.876;Bawang Putih
6309;pin_3077;130719;231.5;112.5;1.165.460.129;-8.377.776.449;-13.469.139;-8.407.763;Bawang Putih
6310;pin_472;130719;144.520.607;1.416.465.374;1.165.383.505;-8.380.588.636;-1.258.727;-63.911.095;Bawang Putih
6311;pin_3211;130719;232.5;104.5;1.165.460.807;-8.377.064.918;-1.293.782;-8.602.143;Bawang Putih
6312;pin_741;130719;1.305.206.127;646.465.392;1.165.369.009;-8.373.802.249;-14.434.979;-9.733.966;Bawang Putih
6314;pin_1354;130719;1.245.206.158;4.964.653.977;1.165.363.273;-8.372.488.839;-13.365.161;-71.395.206;Bawang Putih
6316;pin_2717;130719;234.5;80.5;1.165.461.951;-8.374.932.967;-14.114.471;-50.683.627;Bawang Putih
6319;pin_2646;130719;1.754.903.156;3.349.879.734;11.654.082;-8.370.923.638;-15.404.968;-9.775.752;Bawang Putih
6320;pin_2301;130719;1.694.903.192;3.349.879.776;1.165.402.861;-8.370.939.447;-141.696.005;-8.092.101;Bawang Putih
6324;pin_1844;130719;1.035.206.294;8.464.654.088;1.165.345.513;-8.375.645.689;-14.497.396;-8.491.902;Bawang Putih
6325;pin_2468;130719;179.490.313;2.549.879.714;1.165.411.547;-8.370.204.194;-14.068.391;-6.819.158;Bawang Putih
6326;pin_2585;130719;1.874.903.084;3.049.879.653;1.165.418.798;-8.370.626.179;-14.150.915;-10.455.419;Bawang Putih
6330;pin_2106;130719;1.684.903.191;1.349.879.803;1.165.401.442;-8.369.169.814;-13.040.595;-9.830.415;Bawang Putih
6332;pin_3255;130719;230.5;99.5;1.165.458.895;-8.376.627.137;-118.297.825;-5.854.595;Bawang Putih
6334;pin_4082;130719;205.5;53.5;1.165.435.432;-837.261.691;-13.184.688;-58.779.135;Bawang Putih
6335;pin_3657;130719;175.5;43.5;1.165.408.473;-8.371.809.851;-14.107.199;-8.773.976;Bawang Putih
6338;pin_544;130719;1.285.206.137;5.764.653.941;1.165.367.044;-8.373.187.218;-14.717.695;-81.819.935;Bawang Putih
6339;pin_3984;130719;196.5;55.5;1.165.427.476;-8.372.817.859;-1.509.518;-9.965.589;Bawang Putih
6342;pin_2350;130719;1.714.903.176;2.149.879.774;1.165.404.323;-8.369.870.818;-12.699.777;-9.584.343;Bawang Putih
6347;pin_2075;130719;115.520.623;1.066.465.398;1.165.356.773;-8.377.563.594;-1.526.137;-9.028.803;Bawang Putih
6351;pin_1661;130719;9.952.063.128;7.164.654.129;116.534.161;-837.450.423;-14.122.124;-8.552.843;Bawang Putih
6352;pin_3607;130719;180.5;42.5;1.165.412.895;-8.371.708.062;-1.457.162;-9.175.966;Bawang Putih
6354;pin_2815;130719;232.5;64.5;1.165.459.747;-8.373.520.457;-11.457.812;-10.539.523;Bawang Putih
6355;pin_3;130719;1.405.206.058;3.464.653.881;1.165.377.114;-8.371.117.474;-14.572.975;-956.028;Bawang Putih
6356;pin_2043;130719;1.115.206.253;1.056.465.401;1.165.353.187;-8.377.485.522;-155.958;-10.362.321;Bawang Putih
6357;pin_3925;130719;197.5;53.5;1.165.428.313;-8.372.637.998;-13.719.366;-9.598.356;Bawang Putih
6362;pin_1355;130719;1.255.206.152;496.465.397;1.165.364.163;-8.372.486.205;-14.786.372;-78.650.017;Bawang Putih
6364;pin_3704;130719;186.5;45.5;1.165.418.314;-8.371.958.089;-14.641.606;-9.067.983;Bawang Putih
6365;pin_4112;130719;194.5;41.5;1.165.425.326;-8.371.582.554;-16.136.152;-8.890.603;Bawang Putih
6366;pin_658;130719;1.305.206.126;6.164.653.923;116.536.893;-8.373.536.406;-16.581.797;-8.986.287;Bawang Putih
6367;pin_1759;130719;1.015.206.304;8.164.654.105;1.165.343.654;-8.375.385.113;-13.005.863;-8.733.018;Bawang Putih
6370;pin_845;130719;9.952.063.188;8.964.654.111;1.165.342.086;-8.376.099.305;-17.480.717;-9.460.428;Bawang Putih
6371;pin_308;130719;1.475.206.051;1.356.465.373;1.165.386.016;-8.380.049.041;-12.797.699;-7.936.838;Bawang Putih
6376;pin_1986;130719;1.105.206.259;1.036.465.402;1.165.352.244;-8.377.310.928;-1.271.712;-9.921.989;Bawang Putih
6377;pin_3854;130719;195.5;50.5;1.165.426.454;-8.372.377.432;-15.089.488;-7.820.767;Bawang Putih
6380;pin_2259;130719;1.694.903.187;1.849.879.791;1.165.402.464;-8.369.610.246;-14.818.225;-101.709.795;Bawang Putih
6382;pin_1748;130719;1.165.206.215;8.064.654.002;1.165.356.975;-8.375.256.974;-14.558.164;-9.348.734;Bawang Putih
6387;pin_3060;130719;235.5;111.5;1.165.463.662;-8.377.677.284;-12.789.262;-6.868.344;Bawang Putih
6389;pin_629;130719;1.295.206.132;6.064.653.931;1.165.368.013;-8.373.450.426;-16.158.655;-62.050.366;Bawang Putih
6390;pin_3643;130719;189.5;43.5;116.542.093;-8.371.772.957;-15.201.166;-75.436.487;Bawang Putih
6391;pin_1145;130719;1.225.206.192;1.166.465.392;1.165.363.267;-8.378.431.289;-11.827.173;-9.306.967;Bawang Putih
6392;pin_1322;130719;1.215.206.175;4.864.653.999;1.165.360.577;-8.372.408.128;-1.293.266;-864.295;Bawang Putih
6394;pin_577;130719;1.325.206.114;5.864.653.912;116.537.063;-8.373.265.293;-15.683.548;-8.472.484;Bawang Putih
6396;pin_1697;130719;955.206.339;7.964.654.149;1.165.338.262;-8.375.223.691;-13.193.638;-9.560.919;Bawang Putih
6397;pin_535;130719;1.385.206.071;3.664.653.893;1.165.375.387;-8.371.299.971;-13.835.533;-8.501.495;Bawang Putih
6399;pin_1276;130719;1.295.206.127;4.664.653.945;1.165.367.643;-8.372.209.824;-17.143.549;-8.904.755;Bawang Putih
6400;pin_3974;130719;199.5;54.5;1.165.430.119;-8.372.721.339;-14.704.546;-77.888.503;Bawang Putih
6401;pin_4158;130719;178.5;35.5;1.165.410.931;-8.371.093.041;-16.547.636;-8.730.178;Bawang Putih
6402;pin_3007;130719;234.5;75.5;1.165.461.818;-837.448.991;-13.383.491;-8.197.266;Bawang Putih
6403;pin_2505;130719;1.734.903.166;2.749.879.754;1.165.406.261;-8.370.397.228;-13.775.507;-9.269.145;Bawang Putih
6406;pin_2030;130719;9.952.063.241;1.056.465.409;1.165.342.509;-8.377.517.149;-12.809.808;-5.220.258;Bawang Putih
6408;pin_4141;130719;179.5;40.5;1.165.411.953;-8.371.533.471;-14.577.416;-9.074.858;Bawang Putih
6410;pin_2552;130719;1.774.903.143;2.949.879.724;1.165.409.873;-8.370.563.916;-15.826.017;-9.824.795;Bawang Putih
6411;pin_1130;130719;1.335.206.127;1.156.465.385;1.165.373.028;-8.378.313.675;-13.282.585;-6.465.763;Bawang Putih
6412;pin_3279;130719;239.5;98.5;1.165.466.876;-8.376.514.784;-14.645.365;-55.916.634;Bawang Putih
6415;pin_3076;130719;230.5;112.5;1.165.459.239;-8.377.779.087;-14.156.101;-9.174.423;Bawang Putih
6417;pin_791;130719;1.365.206.083;3.764.653.906;1.165.373.634;-8.371.393.854;-12.678.569;-76.670.675;Bawang Putih
6420;pin_3680;130719;195.5;44.5;1.165.426.295;-8.371.845.756;-17.554.909;-9.863.891;Bawang Putih
6421;pin_1575;130719;9.652.063.295;6.864.654.153;1.165.338.861;-8.374.246.287;-14.765.994;-1.021.404;Bawang Putih
6422;pin_2620;130719;1.744.903.162;3.249.879.742;1.165.407.283;-837.083.766;-1.628.515;-10.173.437;Bawang Putih
6426;pin_957;130719;1.265.206.142;3.864.653.975;1.165.364.762;-837.150.881;-13.812.859;-5.459.945;Bawang Putih
6427;pin_2504;130719;1.724.903.172;2.749.879.761;1.165.405.371;-8.370.399.863;-12.778.075;-79.833.727;Bawang Putih
6428;pin_2830;130719;225.5;83.5;1.165.454.022;-8.375.222.538;-14.432.775;-9.471.902;Bawang Putih
6429;pin_2240;130719;1.884.903.074;1.849.879.658;116.541.937;-836.956.019;-14.089.803;-8.542.853;Bawang Putih
6435;pin_2975;130719;239.5;78.5;1.165.466.347;-8.374.742.558;-15.597.289;-81.288;Bawang Putih
6436;pin_1239;130719;120.520.618;4.564.654.009;1.165.359.608;-8.372.144.918;-12.624.107;-8.875.445;Bawang Putih
6437;pin_2996;130719;225.5;77.5;1.165.453.863;-8.374.690.868;-13.840.811;-69.230.833;Bawang Putih
6441;pin_463;130719;1.365.206.118;141.646.538;1.165.376.386;-8.380.609.734;-14.704.171;-8.785.077;Bawang Putih
6445;pin_261;130719;1.185.206.221;1.336.465.393;1.165.360.157;-8.379.948.284;-13.099.597;-91.174.345;Bawang Putih
6449;pin_3819;130719;187.5;49.5;1.165.419.309;-8.372.309.905;-14.627.073;-8.510.799;Bawang Putih
6452;pin_3458;130719;240.5;90.5;1.165.467.554;-8.375.803.256;-15.248.413;-8.506.368;Bawang Putih
6454;pin_1149;130719;1.255.206.174;116.646.539;1.165.365.936;-837.842.338;-123.252.535;-8.226.335;Bawang Putih
6456;pin_2924;130719;248.5;82.5;1.165.474.461;-8.375.073.265;-16.273.117;-10.354.661;Bawang Putih
6457;pin_212;130719;1.265.206.173;1.316.465.388;1.165.367.223;-8.379.749.961;-1.278.313;-8.627.081;Bawang Putih
6459;pin_695;130719;1.385.206.079;6.264.653.866;1.165.376.075;-8.373.603.941;-13.034.252;-8.640.303;Bawang Putih
6461;pin_3615;130719;188.5;42.5;1.165.420.014;-8.371.686.979;-16.527.319;-6.323.098;Bawang Putih
6465;pin_1079;130719;1.375.206.077;3.864.653.898;116.537.455;-8.371.479.834;-12.453.912;-8.413.834;Bawang Putih
6467;pin_1426;130719;1.145.206.218;5.264.654.044;1.165.354.454;-8.372.781.027;-12.179.711;-8.653.057;Bawang Putih
6468;pin_2510;130719;1.784.903.136;2.749.879.719;116.541.071;-8.370.384.055;-14.981.548;-941.806;Bawang Putih
6470;pin_2322;130719;1.784.903.134;2.049.879.726;1.165.410.525;-8.369.763.763;-14.228.942;-77.173.824;Bawang Putih
6472;pin_3650;130719;182.5;43.5;1.165.414.701;-8.371.791.404;-16.224.844;-9.203.479;Bawang Putih
6473;pin_2227;130719;1.764.903.145;1.749.879.743;1.165.408.666;-8.369.503.192;-13.930.676;-66.105.933;Bawang Putih
6475;pin_1423;130719;1.285.206.129;3.264.653.967;1.165.366.383;-8.370.971.855;-15.445.753;-10.275.954;Bawang Putih
6476;pin_2312;130719;1.684.903.193;2.049.879.796;1.165.401.627;-8.369.790.108;-1.490.929;-7.739.339;Bawang Putih
6481;pin_2618;130719;1.724.903.174;3.249.879.756;1.165.405.504;-8.370.842.929;-13.864.408;-8.787.211;Bawang Putih
6482;pin_2279;130719;1.804.903.122;1.949.879.713;1.165.412.278;-836.966.988;-148.711.195;-8.391.454;Bawang Putih
6484;pin_3715;130719;175.5;45.5;1.165.408.526;-8.371.987.077;-14.235.381;-76.322.794;Bawang Putih
6485;pin_3441;130719;223.5;90.5;1.165.452.428;-8.375.848.095;-16.320.612;-96.505;Bawang Putih
6488;pin_1040;130719;1.285.206.155;1.126.465.389;11.653.685;-8.378.061.013;-13.752.345;-8.716.939;Bawang Putih
6491;pin_2016;130719;1.115.206.253;1.046.465.401;1.165.353.161;-8.377.396.907;-1.411.649;-9.471.516;Bawang Putih
6492;pin_2912;130719;236.5;82.5;1.165.463.783;-8.375.104.915;-11.591.569;-78.509.345;Bawang Putih
6494;pin_3240;130719;231.5;100.5;1.165.459.811;-837.671.311;-11.744.389;-75.139.775;Bawang Putih
6497;pin_3544;130719;240.5;92.5;1.165.467.607;-8.375.980.478;-13.909.936;-10.442.687;Bawang Putih
6498;pin_2957;130719;240.5;79.5;1.165.467.263;-8.374.828.532;-13.849.045;-79.074.106;Bawang Putih
6499;pin_1067;130719;1.285.206.156;1.136.465.388;1.165.368.526;-8.378.149.628;-13.639.724;-10.280.794;Bawang Putih
6504;pin_3137;130719;239.5;116.5;1.165.467.353;-8.378.109.788;-13.418.321;-79.784.913;Bawang Putih
6506;pin_3204;130719;239.5;104.5;1.165.467.035;-8.377.046.452;-1.371.344;-73.636.503;Bawang Putih
6507;pin_227;130719;1.135.206.251;1.326.465.397;1.165.355.682;-8.379.872.852;-12.440.475;-4.763.923;Bawang Putih
6511;pin_3453;130719;235.5;90.5;1.165.463.105;-8.375.816.444;-15.818.023;-772.814;Bawang Putih
6512;pin_2292;130719;1.674.903.201;2.449.879.799;1.165.400.843;-8.370.147.196;-14.021.536;-8.634.517;Bawang Putih
6513;pin_1725;130719;9.552.063.394;8.064.654.148;1.165.338.288;-8.375.312.307;-15.152.108;-9.861.865;Bawang Putih
6515;pin_2692;130719;1.964.903.032;3.449.879.586;1.165.426.912;-8.370.956.913;-15.248.899;-8.925.582;Bawang Putih
6518;pin_4179;130719;187.5;36.5;1.165.418.965;-8.371.157.938;-1.428.824;-67.146.316;Bawang Putih
6520;pin_2626;130719;1.804.903.126;32.498.797;1.165.412.622;-837.082.185;-14.002.425;-7.932.009;Bawang Putih
6524;pin_2092;130719;1.055.206.289;1.076.465.405;1.165.347.901;-8.377.678.566;-13.629.219;-8.127.432;Bawang Putih
6527;pin_418;130719;1.465.206.058;1.396.465.373;1.165.385.232;-8.380.406.134;-1.472.381;-9.289.612;Bawang Putih
6528;pin_1551;130719;1.005.206.306;6.764.654.127;1.165.342.394;-8.374.147.134;-1.057.848;-8.879.294;Bawang Putih
6529;pin_363;130719;1.465.206.057;1.376.465.373;1.165.385.179;-8.380.228.906;-13.257.631;-8.376.073;Bawang Putih
6530;pin_3068;130719;243.5;111.5;116.547.078;-8.377.656.178;-15.619.295;-60.622.087;Bawang Putih
6531;pin_3729;130719;186.5;46.5;116.541.834;-8.372.046.702;-145.894.375;-9.189.856;Bawang Putih
6535;pin_345;130719;1.305.206.152;1.376.465.385;1.165.370.941;-83.802.711;-13.244.925;-65.219.126;Bawang Putih
6536;pin_3044;130719;238.5;110.5;1.165.466.304;-8.377.580.758;-12.873.036;-6.554.863;Bawang Putih
6537;pin_778;130719;1.145.206.229;866.465.401;1.165.355.354;-8.375.793.933;-1.643.574;-8.073.417;Bawang Putih
6539;pin_2094;130719;1.075.206.278;1.076.465.404;1.165.349.681;-8.377.673.295;-15.264.093;-5.937.241;Bawang Putih
6541;pin_2515;130719;1.834.903.107;2.749.879.684;1.165.415.159;-837.037.088;-1.607.333;-8.242.458;Bawang Putih
6546;pin_3787;130719;186.5;48.5;1.165.418.393;-8.372.223.927;-15.186.126;-8.285.821;Bawang Putih
6547;pin_1522;130719;9.952.063.111;6.664.654.135;1.165.341.477;-8.374.061.153;-12.406.204;-8.371.005;Bawang Putih
6549;pin_525;130719;1.355.206.095;5.664.653.893;1.165.373.246;-837.308.016;-14.698.383;-790.172;Bawang Putih
6550;pin_1207;130719;1.285.206.157;1.186.465.388;1.165.368.659;-83.785.927;-12.827.056;-60.037.694;Bawang Putih
6551;pin_69;130719;1.215.206.171;3.564.654.012;1.165.360.234;-8.371.256.136;-12.401.025;-7.397.107;Bawang Putih
6554;pin_3008;130719;233.5;75.5;1.165.460.928;-8.374.492.547;-13.446.667;-8.495.808;Bawang Putih
6555;pin_137;130719;1.325.206.137;1.286.465.384;1.165.372.483;-8.379.468.297;-11.930.788;-8.526.901;Bawang Putih
6558;pin_1752;130719;9.552.063.397;8.164.654.147;1.165.338.315;-8.375.400.922;-1.694.041;-9.626.477;Bawang Putih
6559;pin_440;130719;1.415.206.088;1.406.465.377;1.165.380.809;-8.380.507.934;-15.131.733;-73.923.545;Bawang Putih
6564;pin_29;130719;1.355.206.118;1.246.465.382;1.165.375.046;-837.910.593;-13.121.823;-8.456.654;Bawang Putih
6571;pin_3834;130719;175.5;50.5;1.165.408.658;-8.372.430.143;-14.512.692;-9.642.898;Bawang Putih
6573;pin_147;130719;128.520.613;3.564.653.964;1.165.366.462;-8.371.237.698;-12.609.416;-9.503.512;Bawang Putih
6575;pin_4045;130719;193.5;57.5;116.542.486;-8.373.002.992;-14.720.107;-8.046.945;Bawang Putih
6576;pin_3143;130719;237.5;117.5;11.654.656;-8.378.203.676;-13.958.218;-9.954.839;Bawang Putih
6578;pin_53;130719;1.325.206.136;1.256.465.384;1.165.372.403;-8.379.202.454;-1.293.976;-7.653.951;Bawang Putih
6579;pin_328;130719;1.405.206.092;1.366.465.378;1.165.379.813;-8.380.156.115;-14.804.442;-78.797.283;Bawang Putih
6580;pin_4154;130719;176.5;39.5;1.165.409.257;-8.371.452.763;-12.830.732;-76.513.724;Bawang Putih
6582;pin_1076;130719;1.365.206.108;1.136.465.383;1.165.375.645;-8.378.128.537;-13.313.412;-63.581.567;Bawang Putih
6585;pin_254;130719;1.375.206.109;132.646.538;1.165.377.038;-837.980.957;-125.030.985;-8.171.662;Bawang Putih
6587;pin_843;130719;9.852.063.247;8.964.654.118;1.165.341.196;-837.610.194;-17.072.441;-9.427.735;Bawang Putih
6588;pin_1270;130719;1.235.206.163;4.664.653.987;1.165.362.304;-837.222.563;-151.475;-107.953;Bawang Putih
6589;pin_1921;130719;1.015.206.311;1.016.465.409;1.165.344.183;-8.377.157.418;-13.231.413;-6.561.556;Bawang Putih
6591;pin_4076;130719;206.5;55.5;1.165.436.374;-8.372.791.499;-132.512.245;-5.343.739;Bawang Putih
6593;pin_2116;130719;1.784.903.132;1.349.879.733;116.541.034;-8.369.143.471;-13.900.625;-8.873.441;Bawang Putih
6595;pin_3324;130719;248.5;98.5;1.165.474.885;-8.376.491.042;-15.645.707;-78.417.783;Bawang Putih
6596;pin_1886;130719;1.165.206.217;8.564.653.997;1.165.357.107;-8.375.700.048;-13.939.911;-9.686.405;Bawang Putih
6599;pin_3709;130719;181.5;45.5;1.165.413.865;-8.371.971.266;-15.951.602;-9.439.896;Bawang Putih
6600;pin_2082;130719;1.215.206.195;1.066.465.394;1.165.362.112;-8.377.547.779;-1.394.596;-5.395.996;Bawang Putih
6601;pin_2888;130719;222.5;79.5;1.165.451.247;-8.374.876.003;-14.069.862;-8.824.899;Bawang Putih
6602;pin_1291;130719;1.175.206.199;4.764.654.028;1.165.356.992;-837.233.005;-17.420.446;-10.123.975;Bawang Putih
6604;pin_3348;130719;242.5;107.5;1.165.469.784;-8.377.304.371;-1.522.391;-8.533.254;Bawang Putih
6613;pin_1400;130719;1.165.206.206;5.164.654.031;1.165.356.208;-8.372.687.144;-13.566.189;-10.904.026;Bawang Putih
6614;pin_2409;130719;1.774.903.141;2.449.879.729;1.165.409.741;-837.012.085;-1.345.404;-830.244;Bawang Putih
6615;pin_1476;130719;825.206.411;6.564.654.254;1.165.326.324;-8.374.017.319;-13.501.764;-8.401.412;Bawang Putih
6616;pin_669;130719;1.255.206.148;3.764.653.983;1.165.363.846;-837.142.283;-135.965.805;-7.246.233;Bawang Putih
6621;pin_3679;130719;194.5;44.5;1.165.425.406;-8.371.848.392;-17.223.726;-954.234;Bawang Putih
6623;pin_492;130719;1.375.206.112;1.426.465.379;1.165.377.303;-8.380.695.711;-14.438.983;-76.380.644;Bawang Putih
6625;pin_1813;130719;9.952.063.168;8.364.654.117;1.165.341.927;-8.375.567.613;-16.859.968;-8.403.977;Bawang Putih
6626;pin_3712;130719;178.5;45.5;1.165.411.195;-8.371.979.172;-14.850.446;-8.312.963;Bawang Putih
6627;pin_1333;130719;1.315.206.116;4.864.653.929;1.165.369.476;-8.372.381.784;-1.569.951;-8.703.642;Bawang Putih
6629;pin_543;130719;1.275.206.143;5.764.653.948;1.165.366.154;-8.373.189.852;-14.600.126;-8.323.054;Bawang Putih
6631;pin_1195;130719;1.425.206.074;1.176.465.378;116.538.109;-8.378.467.174;-13.235.151;-7.634.497;Bawang Putih
6636;pin_2655;130719;1.844.903.103;3.349.879.671;1.165.416.208;-8.370.899.923;-12.134.601;-873.563;Bawang Putih
6641;pin_2039;130719;1.075.206.277;1.056.465.404;1.165.349.628;-8.377.496.065;-15.211.011;-71.701.884;Bawang Putih
6642;pin_1673;130719;985.206.321;7.864.654.129;1.165.340.905;-8.375.127.172;-14.938.533;-90.006.075;Bawang Putih
6643;pin_2572;130719;1.744.903.161;3.049.879.744;116.540.723;-8.370.660.433;-12.520.096;-97.644.005;Bawang Putih
6648;pin_60;130719;1.135.206.249;1.266.465.398;1.165.355.523;-8.379.341.163;-10.970.456;-863.836;Bawang Putih
6652;pin_835;130719;1.405.206.059;3.764.653.878;1.165.377.193;-8.371.383.317;-14.355.132;-8.578.432;Bawang Putih
6654;pin_2921;130719;245.5;82.5;1.165.471.791;-8.375.081.178;-15.494.379;-10.130.685;Bawang Putih
6656;pin_96;130719;1.215.206.202;1.276.465.392;1.165.362.668;-8.379.408.686;-120.766.325;-6.915.083;Bawang Putih
6659;pin_3861;130719;202.5;50.5;1.165.432.683;-8.372.358.981;-14.099.553;-9.041.017;Bawang Putih
6661;pin_2938;130719;235.5;81.5;1.165.462.867;-8.375.018.941;-11.763.705;-7.380.881;Bawang Putih
6663;pin_3016;130719;238.5;76.5;1.165.465.404;-8.374.567.972;-1.090.317;-66.513.443;Bawang Putih
6664;pin_650;130719;1.235.206.168;6.164.653.972;1.165.362.701;-837.355.485;-13.640.046;-898.617;Bawang Putih
6665;pin_3390;130719;234.5;105.5;1.165.462.613;-8.377.148.254;-14.226.648;-7.295.543;Bawang Putih
6668;pin_1930;130719;1.095.206.264;1.016.465.403;1.165.351.302;-8.377.136.334;-14.017.141;-9.562.403;Bawang Putih
6671;pin_2976;130719;238.5;78.5;1.165.465.457;-8.374.745.195;-12.299.745;-9.013.157;Bawang Putih
6672;pin_2331;130719;1.874.903.081;2.049.879.663;1.165.418.533;-836.974.005;-12.276.063;-8.469.548;Bawang Putih
6673;pin_2464;130719;1.754.903.154;2.549.879.742;1.165.407.988;-8.370.214.732;-1.334.138;-8.696.077;Bawang Putih
6675;pin_2780;130719;241.5;62.5;1.165.467.702;-8.373.319.502;-14.532.868;-9.862.987;Bawang Putih
6677;pin_3466;130719;248.5;90.5;1.165.474.673;-8.375.782.153;-15.420.167;-10.447.609;Bawang Putih
6678;pin_412;130719;1.415.206.087;1.396.465.377;1.165.380.782;-838.041.932;-14.372.045;-82.575.035;Bawang Putih
6682;pin_436;130719;1.375.206.111;1.406.465.379;116.537.725;-8.380.518.483;-135.293.665;-8.819.256;Bawang Putih
6683;pin_1544;130719;9.452.063.409;6.764.654.168;1.165.337.055;-837.416.294;-1.583.556;-10.008.907;Bawang Putih
6686;pin_1124;130719;1.285.206.156;1.156.465.388;1.165.368.579;-8.378.326.857;-14.410.305;-8.448.157;Bawang Putih
6688;pin_656;130719;1.295.206.132;616.465.393;116.536.804;-8.373.539.041;-1.640.823;-8.489.263;Bawang Putih
