;Nama;Tanggal;X;Y;Lon;Lat;Sigma0_VH_db;Sigma0_VV_db;Class
461;pin_4651;101119;1.761.860.351;4.094.447.733;1.165.408.411;-8.371.632.544;-12.901.497;-8.789.257;Non Bawang Putih
462;pin_5415;101119;282.5;22.5;116.550.252;-8.369.717.916;-10.473.028;-6.371.642;Non Bawang Putih
464;pin_7689;101119;132.5;49.5;1.165.369.765;-8.372.505.786;-13.956.953;-74.524.384;Non Bawang Putih
466;pin_8336;101119;105.5;104.5;1.165.347.195;-8.377.450.745;-13.595.754;-10.717.898;Non Bawang Putih
468;pin_5157;101119;1.801.860.333;5.694.447.688;1.165.412.394;-8.373.039.812;-14.270.779;-8.617.124;Non Bawang Putih
476;pin_7941;101119;82.5;70.5;1.165.325.829;-8.374.498.421;-15.556.902;-73.329.377;Non Bawang Putih
477;pin_5971;101119;226.5;172.5;1.165.456.665;-8.383.157.293;-10.966.095;-26.455.698;Non Bawang Putih
478;pin_7961;101119;100.5;70.5;1.165.341.846;-8.374.451.003;-13.616.372;-8.804.608;Non Bawang Putih
479;pin_5393;101119;278.5;16.5;1.165.498.802;-83.691.968;-9.115.821;-45.488.977;Non Bawang Putih
482;pin_7443;101119;76.5;179.5;1.165.323.375;-8.384.173.359;-7.884.577;-2.448.704;Non Bawang Putih
483;pin_5675;101119;201.5;219.5;1.165.435.666;-838.738.806;-13.627.192;-5.421.985;Non Bawang Putih
486;pin_5933;101119;220.5;189.5;1.165.451.777;-8.384.679.531;-8.775.874;-36.737.685;Non Bawang Putih
487;pin_7979;101119;127.5;32.5;1.165.364.866;-8.371.012.511;-15.672.985;-11.235.441;Non Bawang Putih
488;pin_5768;101119;218.5;227.5;1.165.451.005;-838.805.206;-7.940.455;-0.9743011;Non Bawang Putih
490;pin_5915;101119;218.5;188.5;1.165.449.971;-83.845.962;-77.833.686;-20.419.123;Non Bawang Putih
492;pin_7906;101119;100.5;68.5;1.165.341.793;-8.374.273.772;-14.157.782;-8.402.778;Non Bawang Putih
496;pin_7111;101119;137.5;176.5;1.165.377.577;-8.383.746.617;-12.352.629;-0.2537398;Non Bawang Putih
498;pin_7490;101119;75.5;181.5;1.165.322.538;-8.384.353.228;-7.748.134;-28.306.255;Non Bawang Putih
499;pin_4801;101119;1.881.860.282;4.494.447.645;1.165.419.195;-8.371.955.372;-16.433.542;-7.678.123;Non Bawang Putih
501;pin_6328;101119;135.5;123.5;1.165.374.393;-837.905.534;-13.866.422;-92.604.885;Non Bawang Putih
503;pin_7212;101119;157.5;178.5;1.165.395.426;-8.383.871.076;-12.558.106;-0.11426489;Non Bawang Putih
504;pin_4671;101119;1.771.860.337;1.494.447.752;1.165.408.613;-8.369.325.966;-17.224.552;-9.157.888;Non Bawang Putih
505;pin_8106;101119;119.5;81.5;1.165.359.044;-8.375.375.706;-15.506.159;-87.548.065;Non Bawang Putih
507;pin_7326;101119;150.5;183.5;116.538.933;-8.384.332.614;-1.301.846;0.13829696;Non Bawang Putih
509;pin_7794;101119;99.5;64.5;1.165.340.798;-8.373.921.945;-13.672.453;-9.111.286;Non Bawang Putih
511;pin_6178;101119;220.5;168.5;116.545.122;-8.382.818.684;-9.886.116;0.09122695;Non Bawang Putih
512;pin_4736;101119;195.186.024;4.294.447.598;116.542.537;-8.371.759.698;-15.077.568;-9.736.306;Non Bawang Putih
513;pin_5260;101119;170.5;0.5;1.165.402.282;-8.368.063.605;-15.246.377;-8.574.079;Non Bawang Putih
515;pin_6982;101119;139.5;170.5;1.165.379.197;-8.383.209.656;-10.479.827;-3.009.817;Non Bawang Putih
517;pin_8385;101119;100.5;106.5;1.165.342.799;-8.377.641.153;-14.770.268;-8.453.395;Non Bawang Putih
519;pin_8064;101119;107.5;80.5;116.534.834;-8.375.318.712;-15.282.026;-6.862.069;Non Bawang Putih
524;pin_6215;101119;231.5;171.5;1.165.461.088;-8.383.055.482;-11.372.022;-14.694.227;Non Bawang Putih
525;pin_6475;101119;133.5;6.5;1.165.369.518;-8.368.692.732;-6.043.962;10.485.399;Non Bawang Putih
528;pin_5261;101119;171.5;0.5;1.165.403.172;-8.368.060.971;-15.229.313;-9.948.263;Non Bawang Putih
530;pin_6567;101119;78.5;53.5;116.532.182;-8.373.002.486;-8.469.677;0.6197741;Non Bawang Putih
532;pin_6330;101119;137.5;123.5;1.165.376.173;-8.379.050.066;-15.681.122;-8.746.931;Non Bawang Putih
533;pin_4802;101119;1.871.860.288;4.494.447.652;1.165.418.305;-8.371.958.008;-16.312.525;-8.480.058;Non Bawang Putih
534;pin_7976;101119;102.5;77.5;1.165.343.811;-837.506.604;-14.771.432;-8.278.811;Non Bawang Putih
536;pin_4214;101119;1.711.860.379;3.394.447.775;1.165.403.777;-8.371.025.426;-15.944.737;-76.137.996;Non Bawang Putih
537;pin_7062;101119;141.5;174.5;1.165.381.083;-8.383.558.836;-10.812.552;17.633.145;Non Bawang Putih
538;pin_6528;101119;81.5;50.5;116.532.441;-8.372.728.738;-5.455.159;0.39687324;Non Bawang Putih
539;pin_5025;101119;1.961.860.237;529.444.758;1.165.426.525;-8.372.643.189;-14.799.469;-96.076.565;Non Bawang Putih
541;pin_5138;101119;199.186.022;5.694.447.555;11.654.293;-8.372.989.731;-14.712.515;-964.227;Non Bawang Putih
543;pin_4428;101119;1.871.860.281;2.594.447.671;1.165.417.802;-8.370.274.363;-1.461.503;-10.809.955;Non Bawang Putih
544;pin_6711;101119;58.5;229.5;1.165.308.682;-838.865.164;-763.319;-0.3699674;Non Bawang Putih
545;pin_5467;101119;215.5;231.5;1.165.448.442;-8.388.414.431;-8.930.346;-27.365.558;Non Bawang Putih
546;pin_8337;101119;106.5;104.5;1.165.348.085;-8.377.448.109;-12.744.556;-10.345.302;Non Bawang Putih
547;pin_5299;101119;203.5;3.5;1.165.431.725;-8.368.242.514;-12.216.756;-32.652.462;Non Bawang Putih
550;pin_6097;101119;236.5;166.5;1.165.465.404;-8.382.599.226;-13.269.886;-4.015.532;Non Bawang Putih
551;pin_7397;101119;58.5;178.5;1.165.307.331;-8.384.132.208;-7.326.096;-34.164.078;Non Bawang Putih
552;pin_7698;101119;115.5;50.5;1.165.354.665;-8.372.639.185;-1.661.459;-877.084;Non Bawang Putih
555;pin_6216;101119;232.5;171.5;1.165.461.978;-8.383.052.842;-11.591.136;-14.237.877;Non Bawang Putih
557;pin_7243;101119;151.5;180.5;116.539.014;-8.384.064.135;-14.160.947;0.6325288;Non Bawang Putih
563;pin_7955;101119;95.5;70.5;1.165.337.397;-8.374.464.175;-14.753.847;-9.245.846;Non Bawang Putih
565;pin_5051;101119;1.791.860.338;5.394.447.698;1.165.411.425;-8.372.776.608;-13.753.412;-62.544.494;Non Bawang Putih
566;pin_7789;101119;95.5;64.5;1.165.337.238;-8.373.932.482;-14.913.646;-12.149.456;Non Bawang Putih
567;pin_7653;101119;124.5;48.5;116.536.262;-8.372.438.247;-17.410.336;-9.511.818;Non Bawang Putih
569;pin_5828;101119;215.5;197.5;116.544.754;-8.385.401.627;-12.167.148;-0.6977912;Non Bawang Putih
571;pin_7965;101119;104.5;70.5;1.165.345.406;-8.374.440.465;-13.870.233;-8.664.895;Non Bawang Putih
573;pin_4654;101119;1.691.860.384;129.444.781;1.165.401.442;-8.369.169.814;-16.204.258;-8.383.111;Non Bawang Putih
574;pin_4500;101119;1.861.860.288;2.894.447.675;1.165.416.992;-8.370.542.836;-16.193.731;-10.498.014;Non Bawang Putih
575;pin_7355;101119;64.5;176.5;1.165.312.617;-8.383.939.155;-677.162;-0.2517251;Non Bawang Putih
576;pin_7804;101119;83.5;65.5;1.165.326.587;-8.374.052.708;-13.931.813;-10.356.866;Non Bawang Putih
577;pin_6691;101119;126.5;35.5;1.165.364.056;-8.371.280.989;-1.640.925;-10.452.094;Non Bawang Putih
579;pin_8331;101119;101.5;104.5;1.165.343.636;-8.377.461.287;-15.625.284;-8.535.505;Non Bawang Putih
583;pin_6190;101119;222.5;166.5;1.165.452.947;-8.382.636.182;-10.828.657;-4.468.176;Non Bawang Putih
584;pin_6547;101119;138.5;34.5;1.165.374.707;-8.371.160.765;-158.179.865;-9.555.897;Non Bawang Putih
587;pin_6182;101119;219.5;167.5;1.165.450.304;-8.382.732.712;-10.564.801;11.799.903;Non Bawang Putih
589;pin_7518;101119;56.5;183.5;1.165.305.684;-8.384.580.564;-10.644.194;-34.375.176;Non Bawang Putih
591;pin_4806;101119;1.831.860.311;449.444.768;1.165.414.746;-8.371.968.549;-15.710.029;-8.303.414;Non Bawang Putih
592;pin_6232;101119;220.5;241.5;1.165.453.156;-8.389.287.341;-11.098.081;-231.473;Non Bawang Putih
593;pin_4360;101119;2.001.860.207;3.494.447.571;1.165.429.608;-837.103.762;-12.308.335;-9.200.344;Non Bawang Putih
594;pin_5340;101119;238.5;6.5;1.165.462.946;-8.368.416.126;-1.235.402;-75.197.062;Non Bawang Putih
600;pin_5970;101119;225.5;172.5;1.165.455.776;-8.383.159.933;-10.151.085;-1.965.887;Non Bawang Putih
602;pin_8321;101119;117.5;103.5;1.165.357.847;-8.377.330.502;-15.537.966;-8.543.255;Non Bawang Putih
603;pin_7318;101119;143.5;183.5;1.165.383.101;-8.384.351.085;-12.434.213;-2.218.153;Non Bawang Putih
604;pin_7485;101119;70.5;181.5;1.165.318.089;-8.384.366.414;-8.037.926;-2.973.484;Non Bawang Putih
607;pin_5519;101119;203.5;229.5;1.165.437.711;-83.882.689;-38.931.522;0.032328986;Non Bawang Putih
609;pin_6283;101119;172.5;184.5;1.165.408.933;-8.384.363.172;-11.779.953;-8.400.552;Non Bawang Putih
610;pin_7414;101119;141.5;37.5;1.165.377.456;-8.371.418.705;-14.684.154;-7.882.889;Non Bawang Putih
611;pin_5437;101119;289.5;38.5;1.165.509.172;-8.371.117.219;-15.284.352;-6.578.409;Non Bawang Putih
612;pin_4411;101119;1.711.860.376;2.594.447.783;1.165.403.565;-8.370.316.519;-13.083.469;-75.373.807;Non Bawang Putih
618;pin_7426;101119;59.5;179.5;1.165.308.247;-8.384.218.188;-65.218.244;-3.068.008;Non Bawang Putih
619;pin_5653;101119;206.5;211.5;1.165.439.903;-8.386.665.959;-1.564.481;-56.581.497;Non Bawang Putih
620;pin_5692;101119;223.5;223.5;1.165.455.348;-8.387.684.407;-64.144.726;-0.35701948;Non Bawang Putih
621;pin_5373;101119;282.5;12.5;1.165.502.255;-8.368.831.813;-11.613.396;-37.809.155;Non Bawang Putih
622;pin_7265;101119;146.5;181.5;1.165.385.718;-8.384.165.941;-13.332.269;0.24406913;Non Bawang Putih
625;pin_4562;101119;1.711.860.378;3.194.447.777;1.165.403.724;-8.370.848.199;-14.838.566;-7.800.615;Non Bawang Putih
626;pin_4901;101119;2.031.860.194;4.794.447.536;1.165.432.621;-8.372.181.675;-15.341.134;-7.608.614;Non Bawang Putih
627;pin_5873;101119;209.5;194.5;1.165.442.122;-8.385.151.633;-12.701.386;-5.665.507;Non Bawang Putih
628;pin_4824;101119;1.841.860.306;4.594.447.672;1.165.415.662;-8.372.054.527;-16.313.692;-8.826.498;Non Bawang Putih
629;pin_5381;101119;282.5;14.5;1.165.502.308;-8.369.009.034;-11.616.375;-4.899.903;Non Bawang Putih
630;pin_6492;101119;136.5;7.5;1.165.372.214;-8.368.773.446;-8.042.409;0.9953802;Non Bawang Putih
635;pin_7662;101119;132.5;48.5;1.165.369.739;-8.372.417.172;-14.014.459;-8.036.285;Non Bawang Putih
638;pin_5777;101119;224.5;228.5;1.165.456.371;-8.388.124.824;-9.127.785;-38.323.007;Non Bawang Putih
641;pin_7994;101119;118.5;77.5;1.165.358.048;-8.375.023.882;-16.951.725;-11.970.528;Non Bawang Putih
647;pin_4216;101119;1.711.860.379;3.594.447.773;116.540.383;-8.371.202.652;-15.641.506;-7.588.956;Non Bawang Putih
649;pin_5525;101119;202.5;228.5;1.165.436.794;-8.388.182.929;-26.939.445;16.456.466;Non Bawang Putih
652;pin_5959;101119;229.5;190.5;1.165.459.812;-8.384.744.381;-1.366.002;-64.339.066;Non Bawang Putih
657;pin_6904;101119;131.5;167.5;1.165.371.999;-8.382.964.917;-8.671.987;-23.421.087;Non Bawang Putih
658;pin_6041;101119;230.5;176.5;1.165.460.331;-8.383.501.179;-11.074.988;-18.871.591;Non Bawang Putih
659;pin_6098;101119;235.5;166.5;1.165.464.515;-8.382.601.866;-10.008.944;-36.695.635;Non Bawang Putih
660;pin_7421;101119;55.5;179.5;1.165.304.688;-8.384.228.735;-6.295.062;-27.692.344;Non Bawang Putih
661;pin_6697;101119;45.5;229.5;1.165.297.113;-8.388.685.935;-8.830.225;-0.09323892;Non Bawang Putih
663;pin_6319;101119;127.5;123.5;1.165.367.274;-8.379.076.433;-15.120.471;-8.684.453;Non Bawang Putih
665;pin_6228;101119;216.5;241.5;1.165.449.597;-8.389.297.908;-10.941.986;-32.563.753;Non Bawang Putih
671;pin_7605;101119;131.5;46.5;1.165.368.796;-8.372.242.577;-14.250.669;-7.692.466;Non Bawang Putih
674;pin_6764;101119;48.5;231.5;1.165.299.836;-8.388.855.255;-9.456.515;16.657.249;Non Bawang Putih
679;pin_7805;101119;84.5;65.5;1.165.327.477;-8.374.050.074;-13.269.755;-11.014.527;Non Bawang Putih
682;pin_6355;101119;135.5;124.5;116.537.442;-8.379.143.954;-14.248.998;-8.829.698;Non Bawang Putih
690;pin_6300;101119;168.5;180.5;1.165.405.268;-8.384.019.276;-11.170.549;-16.087.552;Non Bawang Putih
692;pin_5411;101119;280.5;21.5;1.165.500.714;-8.369.634.579;-9.041.425;-6.033.596;Non Bawang Putih
695;pin_6218;101119;234.5;171.5;1.165.463.757;-8.383.047.562;-9.118.716;-24.406.853;Non Bawang Putih
696;pin_4852;101119;1.951.860.241;4.694.447.593;1.165.425.476;-8.372.114.149;-13.535.967;-9.007.646;Non Bawang Putih
699;pin_4347;101119;1.911.860.257;2.394.447.645;1.165.421.308;-8.370.086.597;-17.205.915;-10.849.593;Non Bawang Putih
702;pin_6686;101119;35.5;229.5;1.165.288.214;-8.388.712.314;-60.530.515;-0.028022727;Non Bawang Putih
704;pin_5486;101119;211.5;230.5;1.165.444.856;-8.388.336.384;-8.106.207;-23.678.849;Non Bawang Putih
706;pin_5671;101119;197.5;215.5;1.165.432;-8.387.044.173;-13.562.524;-5.480.516;Non Bawang Putih
707;pin_7447;101119;111.5;44.5;1.165.350.947;-8.372.118.032;-13.045.903;-6.524.603;Non Bawang Putih
708;pin_7755;101119;89.5;63.5;1.165.331.873;-8.373.859.672;-16.082.813;-9.852.942;Non Bawang Putih
709;pin_4714;101119;1.901.860.269;4.194.447.634;1.165.420.895;-8.371.684.263;-15.826.253;-7.032.087;Non Bawang Putih
716;pin_4327;101119;1.731.860.364;2.394.447.771;1.165.405.292;-8.370.134.023;-14.545.874;-9.963.833;Non Bawang Putih
719;pin_5631;101119;200.5;216.5;1.165.434.696;-8.387.124.864;-10.808.722;1.675.631;Non Bawang Putih
720;pin_5302;101119;203.5;4.5;1.165.431.751;-8.368.331.127;-9.287.432;-29.332.626;Non Bawang Putih
723;pin_4655;101119;1.901.860.262;2.094.447.655;1.165.420.339;-8.369.823.394;-17.356.388;-1.063.334;Non Bawang Putih
724;pin_4903;101119;20.218.602;4.894.447.542;1.165.431.758;-8.372.272.923;-16.673.725;-77.209.363;Non Bawang Putih
725;pin_4975;101119;1.881.860.284;5.094.447.638;1.165.419.354;-8.372.487.049;-15.074.887;-7.891.532;Non Bawang Putih
726;pin_7499;101119;61.5;182.5;1.165.310.106;-8.384.478.763;-7.330.803;-28.445.017;Non Bawang Putih
727;pin_4446;101119;1.801.860.323;2.694.447.719;11.654.116;-837.038.142;-1.541.413;-9.285.716;Non Bawang Putih
730;pin_4514;101119;1.761.860.348;2.994.447.744;116.540.812;-8.370.657.798;-13.506.019;-10.535.272;Non Bawang Putih
732;pin_4431;101119;1.901.860.263;259.444.765;1.165.420.472;-8.370.266.458;-14.694.272;-10.207.257;Non Bawang Putih
735;pin_6917;101119;143.5;167.5;1.165.382.677;-8.382.933.261;-10.329.867;-4.222.995;Non Bawang Putih
736;pin_6486;101119;131.5;7.5;1.165.367.765;-8.368.786.613;-32.677.784;38.835.068;Non Bawang Putih
742;pin_4744;101119;1.871.860.287;4.294.447.654;1.165.418.252;-8.371.780.782;-13.372.342;-8.369.461;Non Bawang Putih
743;pin_6553;101119;72.5;54.5;1.165.316.508;-8.373.106.904;4.179.071;11.456.157;Non Bawang Putih
744;pin_5991;101119;227.5;173.5;1.165.457.582;-8.383.243.265;-1.041.055;-28.158.438;Non Bawang Putih
747;pin_5275;101119;185.5;0.5;1.165.415.629;-8.368.024.095;-15.262.026;-9.813.224;Non Bawang Putih
748;pin_5786;101119;219.5;229.5;1.165.451.948;-8.388.226.642;-75.642.405;-16.996.945;Non Bawang Putih
749;pin_7191;101119;121.5;37.5;116.535.966;-8.371.471.388;-11.783.243;-10.652.867;Non Bawang Putih
753;pin_7768;101119;133.5;31.5;1.165.370.179;-8.370.908.092;-158.980.465;-10.890.166;Non Bawang Putih
754;pin_4263;101119;1.751.860.351;209.444.776;1.165.406.992;-8.369.862.914;-16.414.993;-9.129.837;Non Bawang Putih
756;pin_6310;101119;119.5;123.5;1.165.360.156;-8.379.097.524;-14.280.985;-5.899.639;Non Bawang Putih
757;pin_7761;101119;94.5;63.5;1.165.336.322;-8.373.846.501;-15.142.052;-11.669.017;Non Bawang Putih
758;pin_5196;101119;1.811.860.322;4.094.447.698;116.541.286;-8.371.619.368;-13.158.511;-9.713.204;Non Bawang Putih
762;pin_7219;101119;154.5;179.5;1.165.392.783;-8.383.967.605;-10.315.683;5.595.973;Non Bawang Putih
764;pin_4832;101119;1.921.860.258;4.594.447.615;116.542.278;-8.372.033.443;-15.636.866;-8.789.663;Non Bawang Putih
768;pin_6329;101119;136.5;123.5;1.165.375.283;-8.379.052.703;-14.480.582;-9.740.948;Non Bawang Putih
769;pin_6517;101119;80.5;49.5;1.165.323.494;-8.372.642.756;-4.538.793;16.762.167;Non Bawang Putih
771;pin_7586;101119;114.5;46.5;1.165.353.669;-837.228.736;-16.424.435;-9.398.999;Non Bawang Putih
772;pin_7463;101119;72.5;180.5;1.165.319.842;-8.384.272.524;-77.488.227;-27.605.405;Non Bawang Putih
773;pin_6168;101119;219.5;169.5;1.165.450.357;-8.382.909.936;-11.917.423;-3.875.825;Non Bawang Putih
775;pin_5072;101119;2.001.860.214;5.394.447.551;1.165.430.111;-8.372.721.258;-13.064.414;-9.739.271;Non Bawang Putih
776;pin_7793;101119;98.5;64.5;1.165.339.908;-837.392.458;-1.384.844;-9.666.467;Non Bawang Putih
777;pin_5912;101119;228.5;187.5;1.165.458.843;-8.384.481.186;-12.258.303;-56.880.684;Non Bawang Putih
781;pin_4653;101119;178.186.034;4.094.447.719;1.165.410.191;-8.371.627.273;-152.304.125;-8.901.297;Non Bawang Putih
785;pin_4518;101119;1.801.860.324;2.994.447.716;1.165.411.679;-8.370.647.259;-1.464.552;-10.866.921;Non Bawang Putih
787;pin_8216;101119;122.5;99.5;116.536.219;-8.376.962.864;-1.613.872;-10.366.853;Non Bawang Putih
789;pin_7138;101119;140.5;177.5;1.165.380.273;-8.383.827.316;-13.244.521;-18.180.622;Non Bawang Putih
790;pin_5958;101119;228.5;190.5;1.165.458.922;-8.384.747.021;-13.039.107;-60.944.448;Non Bawang Putih
791;pin_5925;101119;228.5;188.5;1.165.458.869;-8.384.569.798;-12.990.326;-3.820.219;Non Bawang Putih
792;pin_4631;101119;1.841.860.302;3.394.447.684;1.165.415.344;-8.370.991.171;-14.644.807;-11.493.807;Non Bawang Putih
793;pin_6862;101119;46.5;234.5;1.165.298.136;-838.912.638;-7.854.857;10.985.657;Non Bawang Putih
794;pin_6099;101119;234.5;166.5;1.165.463.625;-8.382.604.505;-79.346.642;-3.705.717;Non Bawang Putih
796;pin_4261;101119;1.771.860.339;2.094.447.746;1.165.408.772;-8.369.857.645;-1.448.426;-10.652.437;Non Bawang Putih
798;pin_6006;101119;229.5;174.5;1.165.459.388;-8.383.326.596;-10.369.036;-25.033.622;Non Bawang Putih
801;pin_6851;101119;37.5;234.5;1.165.290.127;-8.389.150.123;-7.941.936;-12.998.216;Non Bawang Putih
803;pin_5439;101119;286.5;39.5;1.165.506.529;-837.121.374;-13.337.702;-5.293.799;Non Bawang Putih
804;pin_5407;101119;282.5;19.5;1.165.502.441;-8.369.452.085;-10.742.093;-59.601.717;Non Bawang Putih
808;pin_8070;101119;112.5;80.5;1.165.352.789;-8.375.305.537;-14.965.842;-11.599.928;Non Bawang Putih
809;pin_6636;101119;121.5;35.5;1.165.359.607;-8.371.294.158;-15.025.433;-105.630.665;Non Bawang Putih
811;pin_5853;101119;211.5;196.5;1.165.443.954;-8.385.323.576;-1.209.457;-5.704.583;Non Bawang Putih
813;pin_4629;101119;1.821.860.314;3.394.447.698;1.165.413.565;-8.370.996.441;-13.853.881;-10.998.998;Non Bawang Putih
814;pin_7459;101119;68.5;180.5;1.165.316.283;-8.384.283.072;-7.802.241;-29.724.615;Non Bawang Putih
816;pin_6548;101119;74.5;53.5;1.165.318.261;-8.373.013.021;-47.126.966;25.579.922;Non Bawang Putih
817;pin_5967;101119;222.5;172.5;1.165.453.106;-8.383.167.852;-4.360.486;-0.45898288;Non Bawang Putih
819;pin_6529;101119;74.5;51.5;1.165.318.208;-8.372.835.789;-5.713.471;12.125.089;Non Bawang Putih
820;pin_8143;101119;103.5;83.5;116.534.486;-8.375.595.097;-16.734.196;-10.321.645;Non Bawang Putih
821;pin_6957;101119;125.5;36.5;1.165.363.193;-8.371.372.237;-15.461.423;-8.603.646;Non Bawang Putih
823;pin_4281;101119;1.761.860.345;2.194.447.752;1.165.407.909;-8.369.948.893;-1.474.143;-10.583.704;Non Bawang Putih
832;pin_6466;101119;144.5;5.5;1.165.379.279;-836.857.515;-10.642.894;-12.416.747;Non Bawang Putih
835;pin_5272;101119;182.5;0.5;1.165.412.959;-8.368.031.997;-13.596.328;-5.314.089;Non Bawang Putih
838;pin_7290;101119;130.5;37.5;1.165.367.668;-8.371.447.681;-16.433.212;-9.312.697;Non Bawang Putih
839;pin_6799;101119;50.5;232.5;1.165.301.642;-8.388.938.595;-8.770.474;14.498.992;Non Bawang Putih
842;pin_7193;101119;147.5;179.5;1.165.386.554;-8.383.986.075;-13.508.703;-0.77703583;Non Bawang Putih
843;pin_5597;101119;214.5;220.5;116.544.726;-8.387.442.341;-3.943.427;19.132.113;Non Bawang Putih
847;pin_7885;101119;106.5;67.5;1.165.347.106;-837.416.935;-132.748;-8.087.539;Non Bawang Putih
849;pin_5557;101119;219.5;223.5;1.165.451.789;-8.387.694.972;-8.381.688;-19.065.198;Non Bawang Putih
856;pin_4692;101119;1.861.860.284;1.594.447.688;1.165.416.648;-8.369.390.868;-13.875.175;-10.590.394;Non Bawang Putih
860;pin_8266;101119;118.5;101.5;1.165.358.684;-8.377.150.636;-14.428.097;-79.891.763;Non Bawang Putih
861;pin_5154;101119;1.831.860.315;5.694.447.667;1.165.415.063;-8.373.031.905;-13.835.926;-8.463.166;Non Bawang Putih
862;pin_5286;101119;196.5;0.5;1.165.425.417;-8.367.995.118;-152.758.045;-8.329.819;Non Bawang Putih
864;pin_6749;101119;34.5;231.5;1.165.287.378;-8.388.892.185;-9.107.707;16.963.935;Non Bawang Putih
865;pin_6819;101119;38.5;233.5;116.529.099;-8.389.058.868;-78.047.957;0.9712653;Non Bawang Putih
871;pin_6741;101119;58.5;230.5;1.165.308.708;-8.388.740.257;-72.850.814;-17.128.094;Non Bawang Putih
876;pin_7927;101119;94.5;69.5;1.165.336.481;-8.374.378.194;-15.368.038;-9.338.616;Non Bawang Putih
877;pin_6076;101119;232.5;164.5;1.165.461.792;-8.382.432.562;-78.953.953;-15.987.806;Non Bawang Putih
878;pin_4965;101119;1.981.860.224;5.094.447.568;1.165.428.252;-8.372.460.692;-14.357.873;-8.267.684;Non Bawang Putih
880;pin_5281;101119;191.5;0.5;1.165.420.968;-8.368.008.289;-14.464.906;-9.980.637;Non Bawang Putih
887;pin_5384;101119;277.5;15.5;1.165.497.886;-8.369.110.826;-1.059.439;-62.641.063;Non Bawang Putih
889;pin_6206;101119;222.5;171.5;116.545.308;-838.307.924;-400.889;0.74364144;Non Bawang Putih
891;pin_5276;101119;186.5;0.5;1.165.416.519;-8.368.021.461;-1.555.958;-10.939.167;Non Bawang Putih
892;pin_5564;101119;215.5;222.5;1.165.448.203;-8.387.616.924;-7.854.001;-21.042.817;Non Bawang Putih
895;pin_4672;101119;1.781.860.331;1.494.447.745;1.165.409.503;-8.369.323.331;-1.614.385;-9.829.989;Non Bawang Putih
897;pin_7908;101119;102.5;68.5;1.165.343.573;-8.374.268.503;-10.810.562;-8.289.075;Non Bawang Putih
899;pin_5371;101119;280.5;12.5;1.165.500.476;-8.368.837.086;-11.249.039;-37.484.431;Non Bawang Putih
902;pin_6205;101119;221.5;171.5;116.545.219;-838.308.188;-59.132.943;-1.076.382;Non Bawang Putih
906;pin_7394;101119;55.5;178.5;1.165.304.661;-8.384.140.118;-7.431.413;-27.744.193;Non Bawang Putih
